order_id,order_date,sku_id,sku_name,quantity,store_id,category
ORD_0000041,2023-07-01,SKU_005,Onion 1kg,2,STORE_A,produce
ORD_0000042,2023-07-01,SKU_006,Tomato 500g,4,STORE_A,produce
ORD_0000043,2023-07-01,SKU_006,Tomato 500g,2,STORE_A,produce
ORD_0000044,2023-07-01,SKU_006,Tomato 500g,6,STORE_A,produce
ORD_0000045,2023-07-01,SKU_006,Tomato 500g,6,STORE_A,produce
ORD_0000046,2023-07-01,SKU_006,Tomato 500g,10,STORE_A,produce
ORD_0000047,2023-07-01,SKU_006,Tomato 500g,1,STORE_A,produce
ORD_0000048,2023-07-01,SKU_007,Curd 400g,8,STORE_A,dairy
ORD_0000049,2023-07-01,SKU_007,Curd 400g,7,STORE_A,dairy
ORD_0000050,2023-07-01,SKU_007,Curd 400g,9,STORE_A,dairy
ORD_0000051,2023-07-01,SKU_007,Curd 400g,4,STORE_A,dairy
ORD_0000052,2023-07-01,SKU_008,Butter 100g,5,STORE_A,dairy
ORD_0000053,2023-07-01,SKU_008,Butter 100g,2,STORE_A,dairy
ORD_0000054,2023-07-01,SKU_008,Butter 100g,5,STORE_A,dairy
ORD_0000055,2023-07-01,SKU_008,Butter 100g,8,STORE_A,dairy
ORD_0000056,2023-07-01,SKU_008,Butter 100g,8,STORE_A,dairy
ORD_0000057,2023-07-01,SKU_009,Rice 1kg,9,STORE_A,staples
ORD_0000058,2023-07-01,SKU_009,Rice 1kg,1,STORE_A,staples
ORD_0000059,2023-07-01,SKU_009,Rice 1kg,9,STORE_A,staples
ORD_0000060,2023-07-01,SKU_010,Atta 5kg,7,STORE_A,staples
ORD_0000061,2023-07-01,SKU_010,Atta 5kg,9,STORE_A,staples
ORD_0000062,2023-07-01,SKU_010,Atta 5kg,3,STORE_A,staples
ORD_0000063,2023-07-01,SKU_011,Potato 1kg,3,STORE_A,produce
ORD_0000064,2023-07-01,SKU_011,Potato 1kg,1,STORE_A,produce
ORD_0000065,2023-07-01,SKU_011,Potato 1kg,8,STORE_A,produce
ORD_0000066,2023-07-01,SKU_011,Potato 1kg,2,STORE_A,produce
ORD_0000067,2023-07-01,SKU_012,Paneer 200g,3,STORE_A,dairy
ORD_0000068,2023-07-01,SKU_012,Paneer 200g,1,STORE_A,dairy
ORD_0000069,2023-07-01,SKU_012,Paneer 200g,5,STORE_A,dairy
ORD_0000070,2023-07-01,SKU_012,Paneer 200g,6,STORE_A,dairy
ORD_0000071,2023-07-01,SKU_013,Coconut Oil 1L,7,STORE_A,staples
ORD_0000072,2023-07-01,SKU_013,Coconut Oil 1L,5,STORE_A,staples
ORD_0000073,2023-07-01,SKU_014,Lays Classic 50g,8,STORE_A,snacks
ORD_0000074,2023-07-01,SKU_014,Lays Classic 50g,2,STORE_A,snacks
ORD_0000075,2023-07-01,SKU_014,Lays Classic 50g,1,STORE_A,snacks
ORD_0000076,2023-07-01,SKU_014,Lays Classic 50g,4,STORE_A,snacks
ORD_0000077,2023-07-01,SKU_015,Maggi 2min Noodles,3,STORE_A,snacks
ORD_0000078,2023-07-01,SKU_015,Maggi 2min Noodles,8,STORE_A,snacks
ORD_0000079,2023-07-01,SKU_016,Tata Tea 250g,6,STORE_A,beverages
ORD_0000080,2023-07-01,SKU_016,Tata Tea 250g,2,STORE_A,beverages
ORD_0000081,2023-07-01,SKU_017,Amul Ghee 500ml,3,STORE_A,dairy
ORD_0000082,2023-07-01,SKU_017,Amul Ghee 500ml,1,STORE_A,dairy
ORD_0000083,2023-07-01,SKU_017,Amul Ghee 500ml,5,STORE_A,dairy
ORD_0000084,2023-07-01,SKU_018,Biscuits Parle-G 800g,10,STORE_A,snacks
ORD_0000085,2023-07-01,SKU_018,Biscuits Parle-G 800g,2,STORE_A,snacks
ORD_0000086,2023-07-01,SKU_019,Mineral Water 1L,8,STORE_A,beverages
ORD_0000087,2023-07-01,SKU_020,Orange Juice 1L,10,STORE_A,beverages
ORD_0000088,2023-07-01,SKU_020,Orange Juice 1L,1,STORE_A,beverages
ORD_0000089,2023-07-01,SKU_021,Green Tea 25bags,5,STORE_A,beverages
ORD_0000090,2023-07-01,SKU_022,Almonds 200g,1,STORE_A,snacks
ORD_0000091,2023-07-01,SKU_022,Almonds 200g,4,STORE_A,snacks
ORD_0000092,2023-07-01,SKU_022,Almonds 200g,2,STORE_A,snacks
ORD_0000093,2023-07-01,SKU_023,Oats 1kg,4,STORE_A,staples
ORD_0000094,2023-07-01,SKU_023,Oats 1kg,2,STORE_A,staples
ORD_0000095,2023-07-01,SKU_024,Cheese Slice 200g,3,STORE_A,dairy
ORD_0000096,2023-07-01,SKU_024,Cheese Slice 200g,4,STORE_A,dairy
ORD_0000097,2023-07-01,SKU_025,Sugar 1kg,5,STORE_A,staples
ORD_0000098,2023-07-01,SKU_026,Salt 1kg,5,STORE_A,staples
ORD_0000099,2023-07-01,SKU_026,Salt 1kg,1,STORE_A,staples
ORD_0000100,2023-07-01,SKU_027,Mustard Oil 1L,3,STORE_A,staples
ORD_0000101,2023-07-01,SKU_028,Choco Pie 6pk,4,STORE_A,snacks
ORD_0000102,2023-07-01,SKU_029,Mango Juice 1L,1,STORE_A,beverages
ORD_0000103,2023-07-01,SKU_029,Mango Juice 1L,1,STORE_A,beverages
ORD_0000104,2023-07-01,SKU_029,Mango Juice 1L,1,STORE_A,beverages
ORD_0000105,2023-07-01,SKU_030,Detergent 500g,3,STORE_A,staples
ORD_0000106,2023-07-01,SKU_001,Full Cream Milk 1L,7,STORE_B,dairy
ORD_0000107,2023-07-01,SKU_001,Full Cream Milk 1L,6,STORE_B,dairy
ORD_0000108,2023-07-01,SKU_001,Full Cream Milk 1L,8,STORE_B,dairy
ORD_0000109,2023-07-01,SKU_001,Full Cream Milk 1L,9,STORE_B,dairy
ORD_0000110,2023-07-01,SKU_001,Full Cream Milk 1L,5,STORE_B,dairy
ORD_0000111,2023-07-01,SKU_001,Full Cream Milk 1L,1,STORE_B,dairy
ORD_0000112,2023-07-01,SKU_001,Full Cream Milk 1L,3,STORE_B,dairy
ORD_0000113,2023-07-01,SKU_001,Full Cream Milk 1L,9,STORE_B,dairy
ORD_0000114,2023-07-01,SKU_002,Eggs 12pk,8,STORE_B,dairy
ORD_0000115,2023-07-01,SKU_002,Eggs 12pk,6,STORE_B,dairy
ORD_0000116,2023-07-01,SKU_002,Eggs 12pk,8,STORE_B,dairy
ORD_0000117,2023-07-01,SKU_002,Eggs 12pk,9,STORE_B,dairy
ORD_0000118,2023-07-01,SKU_002,Eggs 12pk,4,STORE_B,dairy
ORD_0000119,2023-07-01,SKU_002,Eggs 12pk,1,STORE_B,dairy
ORD_0000120,2023-07-01,SKU_002,Eggs 12pk,1,STORE_B,dairy
ORD_0000121,2023-07-01,SKU_002,Eggs 12pk,5,STORE_B,dairy
ORD_0000122,2023-07-01,SKU_003,Bread White 400g,1,STORE_B,staples
ORD_0000123,2023-07-01,SKU_003,Bread White 400g,8,STORE_B,staples
ORD_0000124,2023-07-01,SKU_003,Bread White 400g,1,STORE_B,staples
ORD_0000125,2023-07-01,SKU_003,Bread White 400g,1,STORE_B,staples
ORD_0000126,2023-07-01,SKU_003,Bread White 400g,2,STORE_B,staples
ORD_0000127,2023-07-01,SKU_003,Bread White 400g,2,STORE_B,staples
ORD_0000128,2023-07-01,SKU_003,Bread White 400g,3,STORE_B,staples
ORD_0000129,2023-07-01,SKU_004,Banana 1kg,7,STORE_B,produce
ORD_0000130,2023-07-01,SKU_004,Banana 1kg,5,STORE_B,produce
ORD_0000131,2023-07-01,SKU_004,Banana 1kg,1,STORE_B,produce
ORD_0000132,2023-07-01,SKU_004,Banana 1kg,1,STORE_B,produce
ORD_0000133,2023-07-01,SKU_004,Banana 1kg,3,STORE_B,produce
ORD_0000134,2023-07-01,SKU_004,Banana 1kg,2,STORE_B,produce
ORD_0000135,2023-07-01,SKU_004,Banana 1kg,5,STORE_B,produce
ORD_0000136,2023-07-01,SKU_004,Banana 1kg,9,STORE_B,produce
ORD_0000137,2023-07-01,SKU_005,Onion 1kg,1,STORE_B,produce
ORD_0000138,2023-07-01,SKU_005,Onion 1kg,6,STORE_B,produce
ORD_0000139,2023-07-01,SKU_005,Onion 1kg,8,STORE_B,produce
ORD_0000140,2023-07-01,SKU_005,Onion 1kg,5,STORE_B,produce
ORD_0000141,2023-07-01,SKU_005,Onion 1kg,4,STORE_B,produce
ORD_0000142,2023-07-01,SKU_005,Onion 1kg,2,STORE_B,produce
ORD_0000143,2023-07-01,SKU_005,Onion 1kg,6,STORE_B,produce
ORD_0000144,2023-07-01,SKU_005,Onion 1kg,5,STORE_B,produce
ORD_0000145,2023-07-01,SKU_006,Tomato 500g,1,STORE_B,produce
ORD_0000146,2023-07-01,SKU_006,Tomato 500g,9,STORE_B,produce
ORD_0000147,2023-07-01,SKU_006,Tomato 500g,6,STORE_B,produce
ORD_0000148,2023-07-01,SKU_006,Tomato 500g,3,STORE_B,produce
ORD_0000149,2023-07-01,SKU_006,Tomato 500g,4,STORE_B,produce
ORD_0000150,2023-07-01,SKU_006,Tomato 500g,4,STORE_B,produce
ORD_0000151,2023-07-01,SKU_006,Tomato 500g,3,STORE_B,produce
ORD_0000152,2023-07-01,SKU_007,Curd 400g,4,STORE_B,dairy
ORD_0000153,2023-07-01,SKU_007,Curd 400g,7,STORE_B,dairy
ORD_0000154,2023-07-01,SKU_007,Curd 400g,4,STORE_B,dairy
ORD_0000155,2023-07-01,SKU_007,Curd 400g,9,STORE_B,dairy
ORD_0000156,2023-07-01,SKU_007,Curd 400g,1,STORE_B,dairy
ORD_0000157,2023-07-01,SKU_007,Curd 400g,2,STORE_B,dairy
ORD_0000158,2023-07-01,SKU_008,Butter 100g,7,STORE_B,dairy
ORD_0000159,2023-07-01,SKU_008,Butter 100g,2,STORE_B,dairy
ORD_0000160,2023-07-01,SKU_008,Butter 100g,8,STORE_B,dairy
ORD_0000161,2023-07-01,SKU_008,Butter 100g,1,STORE_B,dairy
ORD_0000162,2023-07-01,SKU_008,Butter 100g,5,STORE_B,dairy
ORD_0000163,2023-07-01,SKU_009,Rice 1kg,10,STORE_B,staples
ORD_0000164,2023-07-01,SKU_009,Rice 1kg,5,STORE_B,staples
ORD_0000165,2023-07-01,SKU_010,Atta 5kg,4,STORE_B,staples
ORD_0000166,2023-07-01,SKU_010,Atta 5kg,1,STORE_B,staples
ORD_0000167,2023-07-01,SKU_010,Atta 5kg,2,STORE_B,staples
ORD_0000168,2023-07-01,SKU_010,Atta 5kg,1,STORE_B,staples
ORD_0000169,2023-07-01,SKU_010,Atta 5kg,5,STORE_B,staples
ORD_0000170,2023-07-01,SKU_010,Atta 5kg,4,STORE_B,staples
ORD_0000171,2023-07-01,SKU_011,Potato 1kg,9,STORE_B,produce
ORD_0000172,2023-07-01,SKU_011,Potato 1kg,3,STORE_B,produce
ORD_0000173,2023-07-01,SKU_011,Potato 1kg,3,STORE_B,produce
ORD_0000174,2023-07-01,SKU_011,Potato 1kg,1,STORE_B,produce
ORD_0000175,2023-07-01,SKU_012,Paneer 200g,4,STORE_B,dairy
ORD_0000176,2023-07-01,SKU_012,Paneer 200g,8,STORE_B,dairy
ORD_0000177,2023-07-01,SKU_012,Paneer 200g,3,STORE_B,dairy
ORD_0000178,2023-07-01,SKU_013,Coconut Oil 1L,1,STORE_B,staples
ORD_0000179,2023-07-01,SKU_013,Coconut Oil 1L,8,STORE_B,staples
ORD_0000180,2023-07-01,SKU_013,Coconut Oil 1L,4,STORE_B,staples
ORD_0000181,2023-07-01,SKU_014,Lays Classic 50g,6,STORE_B,snacks
ORD_0000182,2023-07-01,SKU_014,Lays Classic 50g,8,STORE_B,snacks
ORD_0000183,2023-07-01,SKU_014,Lays Classic 50g,3,STORE_B,snacks
ORD_0000184,2023-07-01,SKU_015,Maggi 2min Noodles,8,STORE_B,snacks
ORD_0000185,2023-07-01,SKU_016,Tata Tea 250g,3,STORE_B,beverages
ORD_0000186,2023-07-01,SKU_016,Tata Tea 250g,8,STORE_B,beverages
ORD_0000187,2023-07-01,SKU_017,Amul Ghee 500ml,9,STORE_B,dairy
ORD_0000188,2023-07-01,SKU_017,Amul Ghee 500ml,4,STORE_B,dairy
ORD_0000189,2023-07-01,SKU_018,Biscuits Parle-G 800g,1,STORE_B,snacks
ORD_0000190,2023-07-01,SKU_018,Biscuits Parle-G 800g,4,STORE_B,snacks
ORD_0000191,2023-07-01,SKU_018,Biscuits Parle-G 800g,1,STORE_B,snacks
ORD_0000192,2023-07-01,SKU_018,Biscuits Parle-G 800g,5,STORE_B,snacks
ORD_0000193,2023-07-01,SKU_019,Mineral Water 1L,6,STORE_B,beverages
ORD_0000194,2023-07-01,SKU_020,Orange Juice 1L,5,STORE_B,beverages
ORD_0000195,2023-07-01,SKU_021,Green Tea 25bags,3,STORE_B,beverages
ORD_0000196,2023-07-01,SKU_021,Green Tea 25bags,2,STORE_B,beverages
ORD_0000197,2023-07-01,SKU_022,Almonds 200g,7,STORE_B,snacks
ORD_0000198,2023-07-01,SKU_022,Almonds 200g,1,STORE_B,snacks
ORD_0000199,2023-07-01,SKU_023,Oats 1kg,2,STORE_B,staples
ORD_0000200,2023-07-01,SKU_023,Oats 1kg,4,STORE_B,staples
ORD_0000201,2023-07-01,SKU_024,Cheese Slice 200g,1,STORE_B,dairy
ORD_0000202,2023-07-01,SKU_024,Cheese Slice 200g,1,STORE_B,dairy
ORD_0000203,2023-07-01,SKU_024,Cheese Slice 200g,3,STORE_B,dairy
ORD_0000204,2023-07-01,SKU_025,Sugar 1kg,4,STORE_B,staples
ORD_0000205,2023-07-01,SKU_026,Salt 1kg,3,STORE_B,staples
ORD_0000206,2023-07-01,SKU_027,Mustard Oil 1L,4,STORE_B,staples
ORD_0000207,2023-07-01,SKU_028,Choco Pie 6pk,4,STORE_B,snacks
ORD_0000208,2023-07-01,SKU_029,Mango Juice 1L,3,STORE_B,beverages
ORD_0000209,2023-07-01,SKU_030,Detergent 500g,3,STORE_B,staples
ORD_0000210,2023-07-01,SKU_001,Full Cream Milk 1L,1,STORE_C,dairy
ORD_0000211,2023-07-01,SKU_001,Full Cream Milk 1L,3,STORE_C,dairy
ORD_0000212,2023-07-01,SKU_001,Full Cream Milk 1L,2,STORE_C,dairy
ORD_0000213,2023-07-01,SKU_001,Full Cream Milk 1L,9,STORE_C,dairy
ORD_0000214,2023-07-01,SKU_001,Full Cream Milk 1L,10,STORE_C,dairy
ORD_0000215,2023-07-01,SKU_001,Full Cream Milk 1L,6,STORE_C,dairy
ORD_0000216,2023-07-01,SKU_002,Eggs 12pk,10,STORE_C,dairy
ORD_0000217,2023-07-01,SKU_002,Eggs 12pk,3,STORE_C,dairy
ORD_0000218,2023-07-01,SKU_002,Eggs 12pk,8,STORE_C,dairy
ORD_0000219,2023-07-01,SKU_002,Eggs 12pk,8,STORE_C,dairy
ORD_0000220,2023-07-01,SKU_003,Bread White 400g,7,STORE_C,staples
ORD_0000221,2023-07-01,SKU_003,Bread White 400g,2,STORE_C,staples
ORD_0000222,2023-07-01,SKU_003,Bread White 400g,10,STORE_C,staples
ORD_0000223,2023-07-01,SKU_003,Bread White 400g,2,STORE_C,staples
ORD_0000224,2023-07-01,SKU_003,Bread White 400g,7,STORE_C,staples
ORD_0000225,2023-07-01,SKU_004,Banana 1kg,1,STORE_C,produce
ORD_0000226,2023-07-01,SKU_004,Banana 1kg,8,STORE_C,produce
ORD_0000227,2023-07-01,SKU_004,Banana 1kg,1,STORE_C,produce
ORD_0000228,2023-07-01,SKU_004,Banana 1kg,9,STORE_C,produce
ORD_0000229,2023-07-01,SKU_004,Banana 1kg,3,STORE_C,produce
ORD_0000230,2023-07-01,SKU_005,Onion 1kg,7,STORE_C,produce
ORD_0000231,2023-07-01,SKU_005,Onion 1kg,10,STORE_C,produce
ORD_0000232,2023-07-01,SKU_005,Onion 1kg,1,STORE_C,produce
ORD_0000233,2023-07-01,SKU_006,Tomato 500g,2,STORE_C,produce
ORD_0000234,2023-07-01,SKU_006,Tomato 500g,9,STORE_C,produce
ORD_0000235,2023-07-01,SKU_006,Tomato 500g,7,STORE_C,produce
ORD_0000236,2023-07-01,SKU_007,Curd 400g,9,STORE_C,dairy
ORD_0000237,2023-07-01,SKU_007,Curd 400g,4,STORE_C,dairy
ORD_0000238,2023-07-01,SKU_007,Curd 400g,4,STORE_C,dairy
ORD_0000239,2023-07-01,SKU_007,Curd 400g,1,STORE_C,dairy
ORD_0000240,2023-07-01,SKU_007,Curd 400g,1,STORE_C,dairy
ORD_0000241,2023-07-01,SKU_008,Butter 100g,3,STORE_C,dairy
ORD_0000242,2023-07-01,SKU_008,Butter 100g,7,STORE_C,dairy
ORD_0000243,2023-07-01,SKU_008,Butter 100g,2,STORE_C,dairy
ORD_0000244,2023-07-01,SKU_008,Butter 100g,2,STORE_C,dairy
ORD_0000245,2023-07-01,SKU_008,Butter 100g,6,STORE_C,dairy
ORD_0000246,2023-07-01,SKU_009,Rice 1kg,10,STORE_C,staples
ORD_0000247,2023-07-01,SKU_010,Atta 5kg,6,STORE_C,staples
ORD_0000248,2023-07-01,SKU_010,Atta 5kg,9,STORE_C,staples
ORD_0000249,2023-07-01,SKU_011,Potato 1kg,10,STORE_C,produce
ORD_0000250,2023-07-01,SKU_011,Potato 1kg,3,STORE_C,produce
ORD_0000251,2023-07-01,SKU_012,Paneer 200g,6,STORE_C,dairy
ORD_0000252,2023-07-01,SKU_012,Paneer 200g,5,STORE_C,dairy
ORD_0000253,2023-07-01,SKU_012,Paneer 200g,1,STORE_C,dairy
ORD_0000254,2023-07-01,SKU_012,Paneer 200g,2,STORE_C,dairy
ORD_0000255,2023-07-01,SKU_013,Coconut Oil 1L,5,STORE_C,staples
ORD_0000256,2023-07-01,SKU_013,Coconut Oil 1L,3,STORE_C,staples
ORD_0000257,2023-07-01,SKU_014,Lays Classic 50g,4,STORE_C,snacks
ORD_0000258,2023-07-01,SKU_014,Lays Classic 50g,6,STORE_C,snacks
ORD_0000259,2023-07-01,SKU_014,Lays Classic 50g,3,STORE_C,snacks
ORD_0000260,2023-07-01,SKU_015,Maggi 2min Noodles,8,STORE_C,snacks
ORD_0000261,2023-07-01,SKU_015,Maggi 2min Noodles,4,STORE_C,snacks
ORD_0000262,2023-07-01,SKU_015,Maggi 2min Noodles,2,STORE_C,snacks
ORD_0000263,2023-07-01,SKU_016,Tata Tea 250g,6,STORE_C,beverages
ORD_0000264,2023-07-01,SKU_017,Amul Ghee 500ml,3,STORE_C,dairy
ORD_0000265,2023-07-01,SKU_017,Amul Ghee 500ml,6,STORE_C,dairy
ORD_0000266,2023-07-01,SKU_018,Biscuits Parle-G 800g,7,STORE_C,snacks
ORD_0000267,2023-07-01,SKU_019,Mineral Water 1L,5,STORE_C,beverages
ORD_0000268,2023-07-01,SKU_020,Orange Juice 1L,5,STORE_C,beverages
ORD_0000269,2023-07-01,SKU_021,Green Tea 25bags,5,STORE_C,beverages
ORD_0000270,2023-07-01,SKU_022,Almonds 200g,1,STORE_C,snacks
ORD_0000271,2023-07-01,SKU_022,Almonds 200g,2,STORE_C,snacks
ORD_0000272,2023-07-01,SKU_022,Almonds 200g,2,STORE_C,snacks
ORD_0000273,2023-07-01,SKU_023,Oats 1kg,5,STORE_C,staples
ORD_0000274,2023-07-01,SKU_024,Cheese Slice 200g,1,STORE_C,dairy
ORD_0000275,2023-07-01,SKU_024,Cheese Slice 200g,5,STORE_C,dairy
ORD_0000276,2023-07-01,SKU_025,Sugar 1kg,3,STORE_C,staples
ORD_0000277,2023-07-01,SKU_026,Salt 1kg,3,STORE_C,staples
ORD_0000278,2023-07-01,SKU_026,Salt 1kg,2,STORE_C,staples
ORD_0000279,2023-07-01,SKU_027,Mustard Oil 1L,4,STORE_C,staples
ORD_0000280,2023-07-01,SKU_028,Choco Pie 6pk,3,STORE_C,snacks
ORD_0000281,2023-07-01,SKU_029,Mango Juice 1L,2,STORE_C,beverages
ORD_0000282,2023-07-01,SKU_030,Detergent 500g,2,STORE_C,staples
ORD_0000283,2023-07-02,SKU_001,Full Cream Milk 1L,5,STORE_A,dairy
ORD_0000284,2023-07-02,SKU_001,Full Cream Milk 1L,7,STORE_A,dairy
ORD_0000285,2023-07-02,SKU_001,Full Cream Milk 1L,4,STORE_A,dairy
ORD_0000286,2023-07-02,SKU_001,Full Cream Milk 1L,1,STORE_A,dairy
ORD_0000287,2023-07-02,SKU_001,Full Cream Milk 1L,5,STORE_A,dairy
ORD_0000288,2023-07-02,SKU_001,Full Cream Milk 1L,7,STORE_A,dairy
ORD_0000289,2023-07-02,SKU_001,Full Cream Milk 1L,10,STORE_A,dairy
ORD_0000290,2023-07-02,SKU_001,Full Cream Milk 1L,5,STORE_A,dairy
ORD_0000291,2023-07-02,SKU_002,Eggs 12pk,6,STORE_A,dairy
ORD_0000292,2023-07-02,SKU_002,Eggs 12pk,5,STORE_A,dairy
ORD_0000293,2023-07-02,SKU_002,Eggs 12pk,4,STORE_A,dairy
ORD_0000294,2023-07-02,SKU_002,Eggs 12pk,2,STORE_A,dairy
ORD_0000295,2023-07-02,SKU_002,Eggs 12pk,4,STORE_A,dairy
ORD_0000296,2023-07-02,SKU_002,Eggs 12pk,10,STORE_A,dairy
ORD_0000297,2023-07-02,SKU_002,Eggs 12pk,10,STORE_A,dairy
ORD_0000298,2023-07-02,SKU_002,Eggs 12pk,3,STORE_A,dairy
ORD_0000299,2023-07-02,SKU_002,Eggs 12pk,3,STORE_A,dairy
ORD_0000300,2023-07-02,SKU_003,Bread White 400g,4,STORE_A,staples
ORD_0000301,2023-07-02,SKU_003,Bread White 400g,8,STORE_A,staples
ORD_0000302,2023-07-02,SKU_003,Bread White 400g,7,STORE_A,staples
ORD_0000303,2023-07-02,SKU_003,Bread White 400g,2,STORE_A,staples
ORD_0000304,2023-07-02,SKU_003,Bread White 400g,1,STORE_A,staples
ORD_0000305,2023-07-02,SKU_003,Bread White 400g,4,STORE_A,staples
ORD_0000306,2023-07-02,SKU_003,Bread White 400g,8,STORE_A,staples
ORD_0000307,2023-07-02,SKU_003,Bread White 400g,2,STORE_A,staples
ORD_0000308,2023-07-02,SKU_003,Bread White 400g,3,STORE_A,staples
ORD_0000309,2023-07-02,SKU_003,Bread White 400g,1,STORE_A,staples
ORD_0000310,2023-07-02,SKU_003,Bread White 400g,1,STORE_A,staples
ORD_0000311,2023-07-02,SKU_003,Bread White 400g,3,STORE_A,staples
ORD_0000312,2023-07-02,SKU_003,Bread White 400g,5,STORE_A,staples
ORD_0000313,2023-07-02,SKU_003,Bread White 400g,3,STORE_A,staples
ORD_0000314,2023-07-02,SKU_003,Bread White 400g,1,STORE_A,staples
ORD_0000315,2023-07-02,SKU_003,Bread White 400g,1,STORE_A,staples
ORD_0000316,2023-07-02,SKU_003,Bread White 400g,3,STORE_A,staples
ORD_0000317,2023-07-02,SKU_004,Banana 1kg,10,STORE_A,produce
ORD_0000318,2023-07-02,SKU_004,Banana 1kg,2,STORE_A,produce
ORD_0000319,2023-07-02,SKU_004,Banana 1kg,3,STORE_A,produce
ORD_0000320,2023-07-02,SKU_004,Banana 1kg,2,STORE_A,produce
ORD_0000321,2023-07-02,SKU_004,Banana 1kg,3,STORE_A,produce
ORD_0000322,2023-07-02,SKU_004,Banana 1kg,7,STORE_A,produce
ORD_0000323,2023-07-02,SKU_004,Banana 1kg,1,STORE_A,produce
ORD_0000324,2023-07-02,SKU_004,Banana 1kg,10,STORE_A,produce
ORD_0000325,2023-07-02,SKU_004,Banana 1kg,2,STORE_A,produce
ORD_0000326,2023-07-02,SKU_005,Onion 1kg,2,STORE_A,produce
ORD_0000327,2023-07-02,SKU_005,Onion 1kg,3,STORE_A,produce
ORD_0000328,2023-07-02,SKU_005,Onion 1kg,9,STORE_A,produce
ORD_0000329,2023-07-02,SKU_005,Onion 1kg,7,STORE_A,produce
ORD_0000330,2023-07-02,SKU_005,Onion 1kg,4,STORE_A,produce
ORD_0000331,2023-07-02,SKU_005,Onion 1kg,10,STORE_A,produce
ORD_0000332,2023-07-02,SKU_005,Onion 1kg,5,STORE_A,produce
ORD_0000333,2023-07-02,SKU_005,Onion 1kg,2,STORE_A,produce
ORD_0000334,2023-07-02,SKU_005,Onion 1kg,4,STORE_A,produce
ORD_0000335,2023-07-02,SKU_006,Tomato 500g,4,STORE_A,produce
